,address,categories,city,country,latitude,longitude,menus max amount,menus min amount,menus name,postal code,postalCode,province
2736,508 Contra Costa Blvd,"Vietnamese Restaurant,Korean Restaurant",Pleasant Hill,US,37.98110247,-122.0681174,22.95,22.95,Large Pizza (2 Toppings),Phở Lê Hòa Phat,94523,CA
2737,508 Contra Costa Blvd,"Vietnamese Restaurant,Korean Restaurant",Pleasant Hill,US,37.98110247,-122.0681174,5.25,5.25,Pizza Sandwich,Phở Lê Hòa Phat,94523,CA
2738,3295 Bel Air Mall,"Pizza,Take Out Restaurants,Restaurants,Pizza Place",Mobile,US,30.674770000000002,-88.122314,8.99,8.99,Bucks Pizza Stromboli,Buck's Pizza,36606,AL
2739,3295 Bel Air Mall,"Pizza,Take Out Restaurants,Restaurants,Pizza Place",Mobile,US,30.674770000000002,-88.122314,0.75,0.75,Build Own Pizza,Buck's Pizza,36606,AL
2740,3295 Bel Air Mall,"Pizza,Take Out Restaurants,Restaurants,Pizza Place",Mobile,US,30.674770000000002,-88.122314,11.49,11.49,Chicken Club Pizza,Buck's Pizza,36606,AL
2741,3295 Bel Air Mall,"Pizza,Take Out Restaurants,Restaurants,Pizza Place",Mobile,US,30.674770000000002,-88.122314,7.49,7.49,Greek Pizza,Buck's Pizza,36606,AL
2742,3295 Bel Air Mall,"Pizza,Take Out Restaurants,Restaurants,Pizza Place",Mobile,US,30.674770000000002,-88.122314,13.49,13.49,Margherita Pizza,Buck's Pizza,36606,AL
2744,Mcdermott,Pharmacy,Allen,US,33.10218459,-96.64893309,21.95,14.95,White Pizza,Cvs/pharmacy,75013,TX
2745,801 Islington St,"Restaurant,Caterers,Restaurants,Italian Restaurants,Pizza,Pizza Place",Portsmouth,US,43.0689,-70.7726,2.0,2.0,Pizza By The Slice (plain Cheese),Ken's West End Pizza,3801,NH
2746,801 Islington St,"Restaurant,Caterers,Restaurants,Italian Restaurants,Pizza,Pizza Place",Portsmouth,US,43.0689,-70.7726,8.79,8.79,White Pizza,Ken's West End Pizza,3801,NH
2747,544 Arthur Godfrey Rd,"Restaurant,Pizza Place",Miami Beach,US,25.81385,-80.130264,17.99,15.99,Broccoli Pizza,Jona's Pizza,33140,FL
2748,544 Arthur Godfrey Rd,"Restaurant,Pizza Place",Miami Beach,US,25.81385,-80.130264,20.99,18.99,Capriccia Pizza,Jona's Pizza,33140,FL
2749,544 Arthur Godfrey Rd,"Restaurant,Pizza Place",Miami Beach,US,25.81385,-80.130264,19.99,17.99,Greek Pizza,Jona's Pizza,33140,FL
2750,544 Arthur Godfrey Rd,"Restaurant,Pizza Place",Miami Beach,US,25.81385,-80.130264,19.99,16.99,Moroccan Style Spicy Pizza,Jona's Pizza,33140,FL
2751,544 Arthur Godfrey Rd,"Restaurant,Pizza Place",Miami Beach,US,25.81385,-80.130264,2.75,2.75,Pizza By The Slice,Jona's Pizza,33140,FL
2752,544 Arthur Godfrey Rd,"Restaurant,Pizza Place",Miami Beach,US,25.81385,-80.130264,20.99,18.99,Trio Cheese Pizza,Jona's Pizza,33140,FL
2753,544 Arthur Godfrey Rd,"Restaurant,Pizza Place",Miami Beach,US,25.81385,-80.130264,26.99,24.99,Tunisian Pizza,Jona's Pizza,33140,FL
2754,544 Arthur Godfrey Rd,"Restaurant,Pizza Place",Miami Beach,US,25.81385,-80.130264,21.99,19.99,Vegan Pizza,Jona's Pizza,33140,FL
2755,544 Arthur Godfrey Rd,"Restaurant,Pizza Place",Miami Beach,US,25.81385,-80.130264,21.99,19.99,Vegetarian Pizza,Jona's Pizza,33140,FL
2756,691 S Main St,"Pizza Place,Restaurants,Italian Restaurants,Take Out Restaurants,Pizza",Corona,US,33.874763,-117.56698999999999,12.84,12.84,All Meat Pizza,Marcello's Pizza,92882,CA
2757,691 S Main St,"Pizza Place,Restaurants,Italian Restaurants,Take Out Restaurants,Pizza",Corona,US,33.874763,-117.56698999999999,11.99,11.99,Bbq Chicken Pizza,Marcello's Pizza,92882,CA
2759,691 S Main St,"Pizza Place,Restaurants,Italian Restaurants,Take Out Restaurants,Pizza",Corona,US,33.874763,-117.56698999999999,12.84,12.84,Vegetarian Pizza,Marcello's Pizza,92882,CA
2760,2720 N Grandview Blvd,"German Restaurant,Restaurant,Restaurants,German Restaurants",Waukesha,US,43.037682000000004,-88.256124,10.0,10.0,Alpine Pizza,Weissgerber's Gasthaus,53188,WI
2761,2720 N Grandview Blvd,"German Restaurant,Restaurant,Restaurants,German Restaurants",Waukesha,US,43.037682000000004,-88.256124,10.0,10.0,Alpine Pizza,Weissgerber's Gasthaus,53188,WI
2767,701 N Milwaukee Ave,"American Restaurants,Sandwich Shops,Caterers,Restaurants,Sandwich Place,wich Place",Vernon Hills,US,42.23671448,-87.94373562,8.99,8.99,Pizza,Philly Cheese Steak Express,60061,IL
2768,461 Station Ave,Pizza Place,South Yarmouth,US,41.68506683,-70.20884335,19.0,13.5,Pizza Sarah,Sweet Tomatoes,2664,So Yarmouth
2769,10141 W Flagler St,Restaurant,Miami,US,25.768853,-80.35996899999999,14.0,14.0,Tuna Pizza With Truffle Oil,Sokai Sushi Bar - Flagler,33174-1811,FL
2770,444 Eagle Ridge Dr,"American Restaurant,Bar,American Restaurant and Bar",Galena,US,42.40551431,-90.33827982,18.0,7.0,Create Your Own Pizza,Woodlands Restaurants,61036,IL
2771,1 S Main St,Italian Restaurant,Shrewsbury,US,39.73861036,-76.70195103,4.5,4.5,Pizza Fries,Paesano's,17361,PA
2772,1100 Milwaukee Ave,Restaurant,Glenview,US,42.076617999999996,-87.859923,8.0,8.0,Flatbread Pizza,Jolane's,60025,IL
2773,5320 Highway 6,Pizza Place,Missouri City,US,29.574793,-95.57549,0.25,0.25,Cheese Pizza,New York Pizzeria,77459,TX
2774,5320 Highway 6,Pizza Place,Missouri City,US,29.574793,-95.57549,3.5,3.5,Gourmet  Pizza,New York Pizzeria,77459,TX
2775,1278 Yardville Allentown Rd,"Bagel Shop,Bagels,Delicatessens,Restaurants",Allentown,US,40.17433,-74.60018000000001,4.0,4.0,Pizza Bagel,Stonebridge Bagels & Deli,8501,NJ
2782,709 Church Ave,"Restaurant,Pizza,Pizza Place Kensington,Pizza Place",Brooklyn,US,40.64582,-73.9724,10.0,10.0,Create Your Own Large Pizza,Xpress Pizzeria,11218,NY
2783,709 Church Ave,"Restaurant,Pizza,Pizza Place Kensington,Pizza Place",Brooklyn,US,40.64582,-73.9724,9.0,9.0,Create Your Own Small Pizza,Xpress Pizzeria,11218,NY
2784,864 Cove Rd,"Pizza Place,Italian Restaurant,Restaurant,Pizza Place and Italian Restaurant,Pizza Place and Italian Restaurant Cove - East Side - Shippan",Stamford,US,41.048939000000004,-73.509254,7.99,7.99,Hot Oil Pizza,Cove Pizza,6902,CT
2786,864 Cove Rd,"Pizza Place,Italian Restaurant,Restaurant,Pizza Place and Italian Restaurant,Pizza Place and Italian Restaurant Cove - East Side - Shippan",Stamford,US,41.048939000000004,-73.509254,13.99,13.99,Lomo Saltado Pizza,Cove Pizza,6902,CT
2788,1924 Julia St,"Restaurants,Pizza",Rayville,US,32.46283,-91.75999,17.99,17.99,10 Sweep The Kitchen and 10 Single Topping Pizzas,Johnny's Pizza House,71269,Holly Ridge
2789,1924 Julia St,"Restaurants,Pizza",Rayville,US,32.46283,-91.75999,14.49,14.49,12 Sweep The Kitchen Pizza,Johnny's Pizza House,71269,Holly Ridge
2790,1924 Julia St,"Restaurants,Pizza",Rayville,US,32.46283,-91.75999,9.99,9.99,14 Party Pizza,Johnny's Pizza House,71269,Holly Ridge
2791,1924 Julia St,"Restaurants,Pizza",Rayville,US,32.46283,-91.75999,17.49,17.49,14 Sweep The Kitchen Pizza,Johnny's Pizza House,71269,Holly Ridge
2792,1924 Julia St,"Restaurants,Pizza",Rayville,US,32.46283,-91.75999,4.49,4.49,8 Single Topping Pizza,Johnny's Pizza House,71269,Holly Ridge
2793,1924 Julia St,"Restaurants,Pizza",Rayville,US,32.46283,-91.75999,6.49,6.49,8 Sweep The Kitchen or Any 8 Specialty Pizza,Johnny's Pizza House,71269,Holly Ridge
2794,1924 Julia St,"Restaurants,Pizza",Rayville,US,32.46283,-91.75999,19.54,19.54,Sweep The Kitchen Pizza,Johnny's Pizza House,71269,Holly Ridge
2795,1924 Julia St,"Restaurants,Pizza",Rayville,US,32.46283,-91.75999,16.99,16.99,Veggie Pizza,Johnny's Pizza House,71269,Holly Ridge
2796,100 Route 94,"American Restaurant,American Restaurant, Pub, and Bar,Pub,Bar",Lafayette,US,41.09289329999999,-74.68793624,8.99,8.99,Pizza of The Day,The Lafayette House,7848,NJ
2797,873 N 26th St,"Pizza Place,Take Out Restaurants,Restaurants,Pizza,Pizza Place Fairmount - Art Museum",Philadelphia,US,39.972190000000005,-75.17922,11.95,11.95,2 Medium Cheese Pizza,Sabatino's Pizza,19130,PA
2798,873 N 26th St,"Pizza Place,Take Out Restaurants,Restaurants,Pizza,Pizza Place Fairmount - Art Museum",Philadelphia,US,39.972190000000005,-75.17922,8.95,8.95,Falafel Pizza,Sabatino's Pizza,19130,PA
2799,873 N 26th St,"Pizza Place,Take Out Restaurants,Restaurants,Pizza,Pizza Place Fairmount - Art Museum",Philadelphia,US,39.972190000000005,-75.17922,2.0,2.0,Mini Mediterranean Ground Beef Pizza,Sabatino's Pizza,19130,PA
2800,873 N 26th St,"Pizza Place,Take Out Restaurants,Restaurants,Pizza,Pizza Place Fairmount - Art Museum",Philadelphia,US,39.972190000000005,-75.17922,3.95,3.95,Pepperoni Pizza Fries,Sabatino's Pizza,19130,PA
2801,873 N 26th St,"Pizza Place,Take Out Restaurants,Restaurants,Pizza,Pizza Place Fairmount - Art Museum",Philadelphia,US,39.972190000000005,-75.17922,3.6,3.6,Pizza Burger,Sabatino's Pizza,19130,PA
2802,873 N 26th St,"Pizza Place,Take Out Restaurants,Restaurants,Pizza,Pizza Place Fairmount - Art Museum",Philadelphia,US,39.972190000000005,-75.17922,3.65,3.65,Pizza Fries,Sabatino's Pizza,19130,PA
2803,873 N 26th St,"Pizza Place,Take Out Restaurants,Restaurants,Pizza,Pizza Place Fairmount - Art Museum",Philadelphia,US,39.972190000000005,-75.17922,5.75,5.75,Pizza Steak,Sabatino's Pizza,19130,PA
2804,873 N 26th St,"Pizza Place,Take Out Restaurants,Restaurants,Pizza,Pizza Place Fairmount - Art Museum",Philadelphia,US,39.972190000000005,-75.17922,8.5,8.5,Sabatinos Pizza,Sabatino's Pizza,19130,PA
2806,22 Miller Ave,Restaurant,Mill Valley,US,37.905361,-122.548607,6.0,6.0,Margherita Pizza,Piazza D'angelo,94941,Strawberry Point
2807,22 Miller Ave,Restaurant,Mill Valley,US,37.905361,-122.548607,18.0,18.0,Pizza Capricciosa,Piazza D'angelo,94941,Strawberry Point
2808,22 Miller Ave,Restaurant,Mill Valley,US,37.905361,-122.548607,15.5,15.5,Pizza Con Pollo E Pesto,Piazza D'angelo,94941,Strawberry Point
2809,22 Miller Ave,Restaurant,Mill Valley,US,37.905361,-122.548607,17.0,17.0,Pizza Margarita,Piazza D'angelo,94941,Strawberry Point
2810,22 Miller Ave,Restaurant,Mill Valley,US,37.905361,-122.548607,8.0,8.0,Pizza Margherita,Piazza D'angelo,94941,Strawberry Point
2811,22 Miller Ave,Restaurant,Mill Valley,US,37.905361,-122.548607,16.0,16.0,Pizza Rustica Con Caprino,Piazza D'angelo,94941,Strawberry Point
2812,22 Miller Ave,Restaurant,Mill Valley,US,37.905361,-122.548607,16.0,16.0,Pizza Rustica Con Caprino,Piazza D'angelo,94941,Strawberry Point
2813,22 Miller Ave,Restaurant,Mill Valley,US,37.905361,-122.548607,7.0,7.0,Pizza Salmone,Piazza D'angelo,94941,Strawberry Point
2814,22 Miller Ave,Restaurant,Mill Valley,US,37.905361,-122.548607,17.0,17.0,Pizza Salmone Affumicato,Piazza D'angelo,94941,Strawberry Point
2815,22 Miller Ave,Restaurant,Mill Valley,US,37.905361,-122.548607,7.0,7.0,Pizza Salsiccia Piccante,Piazza D'angelo,94941,Strawberry Point
2816,22 Miller Ave,Restaurant,Mill Valley,US,37.905361,-122.548607,16.0,16.0,Pizza Vegetariana,Piazza D'angelo,94941,Strawberry Point
2817,22 Miller Ave,Restaurant,Mill Valley,US,37.905361,-122.548607,16.0,16.0,Pizza Vegitariana,Piazza D'angelo,94941,Strawberry Point
2819,330 Yorktown Ctr,Restaurant,Lombard,US,41.839841,-88.01026,8.95,8.95,Sausage Onion Jam Pizza,Brio Tuscan Grille - Lombard - The Shops On Butterfield,60148,IL
2820,260 Mountain Ave,"Italian Restaurant,Pizza Place,Restaurants,Catering,Event Planning,Cafes,Café,Pizza Delivery,Bars & Pubs,Vegetarian Restaurants,Gluten-Free Foods,Italian Restaurants,Pizza Place, Italian Restaurant, and Caf",Hackettstown,US,40.837829,-74.823588,14.0,14.0,Create Your Own Pizza,Mama's Cafe Baci,7840,NJ
2821,260 Mountain Ave,"Italian Restaurant,Pizza Place,Restaurants,Catering,Event Planning,Cafes,Café,Pizza Delivery,Bars & Pubs,Vegetarian Restaurants,Gluten-Free Foods,Italian Restaurants,Pizza Place, Italian Restaurant, and Caf",Hackettstown,US,40.837829,-74.823588,20.0,14.0,Pizza Americana,Mama's Cafe Baci,7840,NJ
2822,260 Mountain Ave,"Italian Restaurant,Pizza Place,Restaurants,Catering,Event Planning,Cafes,Café,Pizza Delivery,Bars & Pubs,Vegetarian Restaurants,Gluten-Free Foods,Italian Restaurants,Pizza Place, Italian Restaurant, and Caf",Hackettstown,US,40.837829,-74.823588,9.0,9.0,Pizza Steak,Mama's Cafe Baci,7840,NJ
2823,192 Islip Ave,Pizza Place,Islip,US,40.737167,-73.20800486,24.6,24.6,Chicken Pizza,Angela's Pizza,11751,Islip Manor
2824,192 Islip Ave,Pizza Place,Islip,US,40.737167,-73.20800486,3.75,3.75,Pizza Hero,Angela's Pizza,11751,Islip Manor
2825,192 Islip Ave,Pizza Place,Islip,US,40.737167,-73.20800486,16.0,16.0,Sicilian Pizza,Angela's Pizza,11751,Islip Manor
2826,192 Islip Ave,Pizza Place,Islip,US,40.737167,-73.20800486,18.0,18.0,White Pizza,Angela's Pizza,11751,Islip Manor
2827,1932 Wildcat Canyon Rd,Hot Dog Joint and Casino,Lakeside,US,32.94001914,-116.87448429999999,9.95,9.95,Build Your Own Pizza,Barona Hot Dog Cart,92040,CA
2829,13430 Northwest Fwy,"Deli / Bodega Fairbanks - Northwest Crossing,Delicatessens",Houston,US,29.850265999999998,-95.506883,19.0,19.0,Chicken Alfredo Pizza,Citiline Deli 7,77040,Bammel
2830,13430 Northwest Fwy,"Deli / Bodega Fairbanks - Northwest Crossing,Delicatessens",Houston,US,29.850265999999998,-95.506883,19.0,19.0,Citiline Pizza,Citiline Deli 7,77040,Bammel
2831,13430 Northwest Fwy,"Deli / Bodega Fairbanks - Northwest Crossing,Delicatessens",Houston,US,29.850265999999998,-95.506883,19.0,19.0,Fajita Pizza,Citiline Deli 7,77040,Bammel
2832,13430 Northwest Fwy,"Deli / Bodega Fairbanks - Northwest Crossing,Delicatessens",Houston,US,29.850265999999998,-95.506883,16.0,16.0,Vegetrian Pizza,Citiline Deli 7,77040,Bammel
2833,500 Garden City Dr,"Pizza Place,Restaurant,Restaurants,Pizza",Monroeville,US,40.44872,-79.78066,6.99,6.99,Pizza Logs (new),Meglio's Pizza,15146,PA
2834,1904 N Division St,"Pizza Place,Take Out Restaurants,Fast Food Restaurants,Pizza Place Northwest Davenport,American Restaurants,Caterers,Restaurants,Barbecue Restaurants,Fish Chips Shop and Fried Chicken Joint Northwest Davenport,Chicken Restaurants,Seafood Restaurants",Davenport,US,41.53828,-90.60105,2.8,2.8,Pizza By The Slice,Pizza Chef,52804,IA
2835,1904 N Division St,"Pizza Place,Take Out Restaurants,Fast Food Restaurants,Pizza Place Northwest Davenport,American Restaurants,Caterers,Restaurants,Barbecue Restaurants,Fish Chips Shop and Fried Chicken Joint Northwest Davenport,Chicken Restaurants,Seafood Restaurants",Davenport,US,41.53828,-90.60105,2.69,2.69,Pizza Puffs,Pizza Chef,52804,IA
2836,1904 N Division St,"Pizza Place,Take Out Restaurants,Fast Food Restaurants,Pizza Place Northwest Davenport,American Restaurants,Caterers,Restaurants,Barbecue Restaurants,Fish Chips Shop and Fried Chicken Joint Northwest Davenport,Chicken Restaurants,Seafood Restaurants",Davenport,US,41.53828,-90.60105,6.99,6.99,Pizza Sub,Pizza Chef,52804,IA
2837,2771 E Broad St,Ice Cream Shop,Mansfield,US,32.570076,-97.09477,4.95,4.95,2 Slices of Pizza,Yogurt Zone,76063,TX
2838,2771 E Broad St,Ice Cream Shop,Mansfield,US,32.570076,-97.09477,10.95,6.95,Cheese Pizza,Yogurt Zone,76063,TX
2839,2771 E Broad St,Ice Cream Shop,Mansfield,US,32.570076,-97.09477,18.95,9.95,Stuffed Chicago Style Pizza,Yogurt Zone,76063,TX
2840,2771 E Broad St,Ice Cream Shop,Mansfield,US,32.570076,-97.09477,15.95,8.95,White Pizza,Yogurt Zone,76063,TX
2841,326 Us Highway 9,"Pizza Place,Caterers,Restaurants,Italian Restaurants,Pizza",Englishtown,US,40.308907,-74.304115,6.0,6.0,Pizza Steak Sandwich,Carlo's Gourmet Pizzeria & Restaurant,7726,NJ
2842,74711 Dillon Rd,Restaurant,Desert Hot Springs,US,33.900175,-116.363447,12.95,12.95,Create Your Own Pizza,Mignon's At Sky Valley Resort,92241,Sky Valley
2843,126 S Main St,"Diner,American Restaurant,Restaurant,Diner and American Restaurant",Lancaster,US,34.719159999999995,-80.77014,13.99,4.59,Pizza Cheese Steak,Cafe Taylor,29720,SC
2844,126 S Main St,"Diner,American Restaurant,Restaurant,Diner and American Restaurant",Lancaster,US,34.719159999999995,-80.77014,3.59,2.79,Pizza Fries,Cafe Taylor,29720,SC
2845,1155 S Broad St,"American Restaurant and BBQ Joint,Take Out Restaurants,Restaurant,Caterers,Barbecue Restaurants,Restaurants,Bartending Service,Bar & Grills,Mexican Restaurants,American Restaurant,BBQ Joint",Fremont,US,41.41553,-96.50038,8.99,8.99,Mexican Pizza,Wooden Windmill,68025,NE
2847,1003 E Oak St,"Pizza Place,Restaurants",Arcadia,US,27.211463000000002,-81.847998,13.99,13.99,"1 Large 1, Topping Pizza",Hungry Hoiwes Pizza & Subs,34266,FL
2849,1003 E Oak St,"Pizza Place,Restaurants",Arcadia,US,27.211463000000002,-81.847998,4.99,4.99,1 Large Cheese Pizza,Hungry Hoiwes Pizza & Subs,34266,FL
2851,1003 E Oak St,"Pizza Place,Restaurants",Arcadia,US,27.211463000000002,-81.847998,12.99,12.99,"1 Medium 1, Topping Pizza",Hungry Hoiwes Pizza & Subs,34266,FL
2855,1003 E Oak St,"Pizza Place,Restaurants",Arcadia,US,27.211463000000002,-81.847998,7.99,7.99,1 Topping Pizza,Hungry Hoiwes Pizza & Subs,34266,FL
2857,1003 E Oak St,"Pizza Place,Restaurants",Arcadia,US,27.211463000000002,-81.847998,8.0,8.0,Each 2nd Pizza,Hungry Hoiwes Pizza & Subs,34266,FL
2859,1003 E Oak St,"Pizza Place,Restaurants",Arcadia,US,27.211463000000002,-81.847998,2.79,2.79,Junior and Pizza With Mozzarella Cheese,Hungry Hoiwes Pizza & Subs,34266,FL
2861,1003 E Oak St,"Pizza Place,Restaurants",Arcadia,US,27.211463000000002,-81.847998,6.79,6.79,Pizza Sub,Hungry Hoiwes Pizza & Subs,34266,FL
2863,1003 E Oak St,"Pizza Place,Restaurants",Arcadia,US,27.211463000000002,-81.847998,18.95,18.95,Specialty Pizza,Hungry Hoiwes Pizza & Subs,34266,FL
2864,200 S Second St,Restaurant,Saint Charles,US,41.911618,-88.31505600000001,12.0,12.0,Pizza Margherita,Francesca's By The River,60174,Valley View
2865,200 S Second St,Restaurant,Saint Charles,US,41.911618,-88.31505600000001,11.0,11.0,Pizza Schiacciata Alla Toscana,Francesca's By The River,60174,Valley View
2866,2301 Milbend,"restaurants,casual dining",Spring,US,30.1481689,-95.4735434,15.0,15.0,Margherita Pizza,The Dining Room @ The Woodlands Resort,77380,TX
2867,2301 Milbend,"restaurants,casual dining",Spring,US,30.1481689,-95.4735434,14.0,14.0,Pepperoni Pizza,The Dining Room @ The Woodlands Resort,77380,TX
2868,909 Eagles Landing Pkwy,"Take Out Restaurants,Restaurant Delivery Service,Restaurants,Sandwich Place",Stockbridge,US,33.5109,-84.21969,4.19,4.19,Pizza Sub,Fogle's Subs And Grill,30281,GA
2869,1024 N 204th Ave,"Pizza Place,Take Out Restaurants,Caterers,Restaurants,Italian Restaurants,Pizza",Elkhorn,US,41.26785,-96.23492399999999,5.99,5.99,Cheese Pizza,Don Carmelo's Pizzeria,68022,NE
2870,217 6th Ave,"Restaurants,Pizza Place",Grinnell,US,41.746176,-92.7344,11.59,11.59,Cheese Pizza,Casey's Carry Out Pizza,50112,IA
2871,217 6th Ave,"Restaurants,Pizza Place",Grinnell,US,41.746176,-92.7344,2.99,2.99,Mini Pizza Bites,Casey's Carry Out Pizza,50112,IA
2872,217 6th Ave,"Restaurants,Pizza Place",Grinnell,US,41.746176,-92.7344,1.99,1.99,Pizza By The Slice,Casey's Carry Out Pizza,50112,IA
2873,217 6th Ave,"Restaurants,Pizza Place",Grinnell,US,41.746176,-92.7344,15.99,15.99,Specialty Pizza,Casey's Carry Out Pizza,50112,IA
2874,Battery Park,"Snack Place,Snack Place Financial District",New York,US,40.70268365,-74.01641607,18.0,18.0,Autumn Squash Pizza,Fatty 'cue Kiosk,10004,NY
2875,Battery Park,"Snack Place,Snack Place Financial District",New York,US,40.70268365,-74.01641607,22.0,22.0,Seafood Pizza,Fatty 'cue Kiosk,10004,NY
2876,616 Dixie Hwy,"Pizza,Restaurants,Pizza Place",Rossford,US,41.609978000000005,-83.55900600000001,5.5,5.5,Pizza,Jo-jo's Original Pizzeria,43460,OH
2877,1352 E Broad Ave/hwy 74 E,Pizza Place,Rockingham,US,34.9206365,-79.74904842,27.55,27.55,Fajita Pizza,Pizza Inn,28379,NC
2878,1352 E Broad Ave/hwy 74 E,Pizza Place,Rockingham,US,34.9206365,-79.74904842,27.55,27.55,Lone Star Bbq Pizza,Pizza Inn,28379,NC
2879,1352 E Broad Ave/hwy 74 E,Pizza Place,Rockingham,US,34.9206365,-79.74904842,27.55,27.55,Original Bbq Chicken Pizza,Pizza Inn,28379,NC
2880,1352 E Broad Ave/hwy 74 E,Pizza Place,Rockingham,US,34.9206365,-79.74904842,7.65,7.65,Philly Cheese Pizza,Pizza Inn,28379,NC
2881,1352 E Broad Ave/hwy 74 E,Pizza Place,Rockingham,US,34.9206365,-79.74904842,27.55,27.55,Sicilian Pizza,Pizza Inn,28379,NC
2882,1352 E Broad Ave/hwy 74 E,Pizza Place,Rockingham,US,34.9206365,-79.74904842,27.55,27.55,Ultimate Meat Pizza,Pizza Inn,28379,NC
2893,4101 W Skippack Pike,Restaurant,Schwenksville,US,40.228308,-75.40531700000001,10.0,10.0,Margarita Pizza,Gourmet Seafood & Grill,19473,Fruitville
2894,1527 S State St,"Pizza,Take Out Restaurants,Italian Restaurants,Caterers,Restaurants,Pizza Place",Lockport,US,41.582755999999996,-88.06061,4.25,4.25,Pizza Bread,Pizza Plus Inc of Lockport,60441,IL
2895,538 State Route 94 S,"Italian Restaurant,Pizza Place,Bars,Restaurants,Italian Restaurants,Caterers,Pizza",Newton,US,41.0191605,-74.83715101,14.95,14.95,Palermo (our Signature Pizza),Cesco's Pizza,7860,Fredon Twp
2896,538 State Route 94 S,"Italian Restaurant,Pizza Place,Bars,Restaurants,Italian Restaurants,Caterers,Pizza",Newton,US,41.0191605,-74.83715101,2.5,2.0,Traditional Pizza,Cesco's Pizza,7860,Fredon Twp
2897,5271 E 2nd St,Restaurant,Long Beach,US,33.7597789,-118.1332106,13.5,13.5,M S G Pizza,Simmzy's,90803,Naples
2898,5271 E 2nd St,Restaurant,Long Beach,US,33.7597789,-118.1332106,12.0,12.0,Pizza Pepe,Simmzy's,90803,Naples
2899,5271 E 2nd St,Restaurant,Long Beach,US,33.7597789,-118.1332106,5.0,5.0,Your Very Own Pizza,Simmzy's,90803,Naples
2900,74 225 Hwy 111,Restaurant,Palm Desert,US,33.720967,-116.36833600000001,5.99,5.99,8 Pizza,Manhattan In The Desert - Palm Desert,92260,CA
2901,74 225 Hwy 111,Restaurant,Palm Desert,US,33.720967,-116.36833600000001,12.99,12.99,Bbq Chicken Pizza,Manhattan In The Desert - Palm Desert,92260,CA
2902,74 225 Hwy 111,Restaurant,Palm Desert,US,33.720967,-116.36833600000001,12.99,12.99,Greek Pizza,Manhattan In The Desert - Palm Desert,92260,CA
2903,74 225 Hwy 111,Restaurant,Palm Desert,US,33.720967,-116.36833600000001,12.99,12.99,Hawaiian Pizza,Manhattan In The Desert - Palm Desert,92260,CA
2904,74 225 Hwy 111,Restaurant,Palm Desert,US,33.720967,-116.36833600000001,11.99,11.99,Manhattan White Pizza,Manhattan In The Desert - Palm Desert,92260,CA
2905,74 225 Hwy 111,Restaurant,Palm Desert,US,33.720967,-116.36833600000001,15.99,15.99,Manhattan Works Pizza,Manhattan In The Desert - Palm Desert,92260,CA
2906,74 225 Hwy 111,Restaurant,Palm Desert,US,33.720967,-116.36833600000001,13.99,13.99,Meat Lovers Pizza,Manhattan In The Desert - Palm Desert,92260,CA
2907,74 225 Hwy 111,Restaurant,Palm Desert,US,33.720967,-116.36833600000001,11.99,11.99,Napoli Pizza,Manhattan In The Desert - Palm Desert,92260,CA
2908,74 225 Hwy 111,Restaurant,Palm Desert,US,33.720967,-116.36833600000001,6.99,6.99,Pizza Bread (1 Topping),Manhattan In The Desert - Palm Desert,92260,CA
2909,74 225 Hwy 111,Restaurant,Palm Desert,US,33.720967,-116.36833600000001,12.99,12.99,Teriyaki Chicken Pizza,Manhattan In The Desert - Palm Desert,92260,CA
2910,74 225 Hwy 111,Restaurant,Palm Desert,US,33.720967,-116.36833600000001,12.99,12.99,Veggie Lovers Pizza,Manhattan In The Desert - Palm Desert,92260,CA
2911,853 E Lancaster Ave,"Restaurant,Restaurants,Sports Bar and American Restaurant",Downingtown,US,40.017258,-75.68401999999999,12.95,12.95,Pizza Alfredo,P.j. Whelihan's Pub Restaurant,19335,PA
2912,1280 E Dundee Rd,"Bars & Clubs,Food & Entertainment,Italian Restaurant",Palatine,US,42.1393,-88.0132,5.0,5.0,Margherita Pizza,Rossini Di Lucca,60074,IL
2913,1280 E Dundee Rd,"Bars & Clubs,Food & Entertainment,Italian Restaurant",Palatine,US,42.1393,-88.0132,20.95,12.95,Pizza La France,Rossini Di Lucca,60074,IL
2914,1280 E Dundee Rd,"Bars & Clubs,Food & Entertainment,Italian Restaurant",Palatine,US,42.1393,-88.0132,20.95,12.95,Pizza Margherita,Rossini Di Lucca,60074,IL
2915,1280 E Dundee Rd,"Bars & Clubs,Food & Entertainment,Italian Restaurant",Palatine,US,42.1393,-88.0132,20.95,12.95,Pizza Palermo,Rossini Di Lucca,60074,IL
2916,1280 E Dundee Rd,"Bars & Clubs,Food & Entertainment,Italian Restaurant",Palatine,US,42.1393,-88.0132,20.95,12.95,Pizza Prosciutto,Rossini Di Lucca,60074,IL
2917,1280 E Dundee Rd,"Bars & Clubs,Food & Entertainment,Italian Restaurant",Palatine,US,42.1393,-88.0132,20.95,12.95,Pizza Sorrento,Rossini Di Lucca,60074,IL
2918,6987 Hamner Ave,"Caterers,Restaurants,Pizza Place,Pizza",Corona,US,33.96148,-117.55833999999999,12.5,12.5,Mexican Pizza,Pizza Nora,92880,CA
2919,6987 Hamner Ave,"Caterers,Restaurants,Pizza Place,Pizza",Corona,US,33.96148,-117.55833999999999,2.5,2.5,Pizza Bread,Pizza Nora,92880,CA
