,address,categories,primary categories,city,country,latitude,longitude,menus max amount,menus min amount,menus name,postal code,postalCode,province
2814,4761 Dixie Hwy,"Pizza,Carry Out Food,Pizza Place,Restaurants",Accommodation & Food Services,Fairfield,US,39.347395,-84.54259,16.5,16.5,2 Medium Cheese Pizzas,Cassanos Pizza Subs,45014,OH
2815,4761 Dixie Hwy,"Pizza,Carry Out Food,Pizza Place,Restaurants",Accommodation & Food Services,Fairfield,US,39.347395,-84.54259,9.8,9.8,Cheese Pizza,Cassanos Pizza Subs,45014,OH
2816,4761 Dixie Hwy,"Pizza,Carry Out Food,Pizza Place,Restaurants",Accommodation & Food Services,Fairfield,US,39.347395,-84.54259,17.9,17.9,Cheese Pizza,Cassanos Pizza Subs,45014,OH
2817,4761 Dixie Hwy,"Pizza,Carry Out Food,Pizza Place,Restaurants",Accommodation & Food Services,Fairfield,US,39.347395,-84.54259,12.3,12.3,Cheese Pizza,Cassanos Pizza Subs,45014,OH
2818,4761 Dixie Hwy,"Pizza,Carry Out Food,Pizza Place,Restaurants",Accommodation & Food Services,Fairfield,US,39.347395,-84.54259,21.0,21.0,2 Medium Cheese Pizzas,Cassanos Pizza Subs,45014,OH
2819,4761 Dixie Hwy,"Pizza,Carry Out Food,Pizza Place,Restaurants",Accommodation & Food Services,Fairfield,US,39.347395,-84.54259,5.95,5.95,Cheese Pizza,Cassanos Pizza Subs,45014,OH
2820,4761 Dixie Hwy,"Pizza,Carry Out Food,Pizza Place,Restaurants",Accommodation & Food Services,Fairfield,US,39.347395,-84.54259,3.9,3.9,Cheese Pizza,Cassanos Pizza Subs,45014,OH
2821,4761 Dixie Hwy,"Pizza,Carry Out Food,Pizza Place,Restaurants",Accommodation & Food Services,Fairfield,US,39.347395,-84.54259,11.05,11.05,Cheese Pizza,Cassanos Pizza Subs,45014,OH
2822,7011 Warner Ave,Pizza Place,Accommodation & Food Services,Huntington Beach,US,33.715916,-118.00538999999999,4.0,4.0,One Topping Medium Pizza,Whatta Lotta Pizza,92647,CA
2823,7011 Warner Ave,Pizza Place,Accommodation & Food Services,Huntington Beach,US,33.715916,-118.00538999999999,5.5,5.5,Cheese Pizza,Whatta Lotta Pizza,92647,CA
2824,3550 Stine Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Bakersfield,US,35.317431,-119.051791,5.0,5.0,HotNReady Large Pizza,Little Caesars Pizza,93309,CA
2825,3550 Stine Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Bakersfield,US,35.317431,-119.051791,7.99,7.99,Large 3 Topping Pizza,Little Caesars Pizza,93309,CA
2826,4455 Highway 49 S,"Pizza Place,Harrisburg Restaurants",Accommodation & Food Services,Harrisburg,US,35.321538000000004,-80.651424,13.99,11.99,White Pizza,Dinos Pizza and Pasta,28075,NC
2827,10501 NE Highway 99,"Restaurant,Pizza Place",Accommodation & Food Services,Vancouver,US,45.698009000000006,-122.653399,15.99,15.99,Greek Pepperoni Pizza Baking Required,Papa Murphys,98686,WA
2828,10501 NE Highway 99,"Restaurant,Pizza Place",Accommodation & Food Services,Vancouver,US,45.698009000000006,-122.653399,11.99,11.99,Create Your Own Pizza Baking Required,Papa Murphys,98686,WA
2829,10501 NE Highway 99,"Restaurant,Pizza Place",Accommodation & Food Services,Vancouver,US,45.698009000000006,-122.653399,16.99,16.99,Papa39s Favorite Pizza Baking Required,Papa Murphys,98686,WA
2830,10501 NE Highway 99,"Restaurant,Pizza Place",Accommodation & Food Services,Vancouver,US,45.698009000000006,-122.653399,15.99,15.99,Gourmet Vegetarian Pizza Baking Required,Papa Murphys,98686,WA
2831,10501 NE Highway 99,"Restaurant,Pizza Place",Accommodation & Food Services,Vancouver,US,45.698009000000006,-122.653399,19.99,19.99,ChicagoStyle Stuffed Pizza Baking Required,Papa Murphys,98686,WA
2832,10501 NE Highway 99,"Restaurant,Pizza Place",Accommodation & Food Services,Vancouver,US,45.698009000000006,-122.653399,16.99,16.99,Murphy39s Combo Pizza Baking Required,Papa Murphys,98686,WA
2833,10501 NE Highway 99,"Restaurant,Pizza Place",Accommodation & Food Services,Vancouver,US,45.698009000000006,-122.653399,14.49,14.49,Hawaiian Pizza Baking Required,Papa Murphys,98686,WA
2834,10501 NE Highway 99,"Restaurant,Pizza Place",Accommodation & Food Services,Vancouver,US,45.698009000000006,-122.653399,16.99,16.99,Papa39s All Meat Pizza Baking Required,Papa Murphys,98686,WA
2835,10501 NE Highway 99,"Restaurant,Pizza Place",Accommodation & Food Services,Vancouver,US,45.698009000000006,-122.653399,19.99,19.99,5Meat Stuffed Pizza Baking Required,Papa Murphys,98686,WA
2836,3605 Sandy Plains Rd,Pizza Place,Accommodation & Food Services,Marietta,US,34.03777,-84.46465,18.5,18.5,Veggie Pizza,Rosas Pizza,30066,GA
2837,3605 Sandy Plains Rd,Pizza Place,Accommodation & Food Services,Marietta,US,34.03777,-84.46465,18.5,18.5,Veggie Pizza,Rosas Pizza,30066,GA
2838,3605 Sandy Plains Rd,Pizza Place,Accommodation & Food Services,Marietta,US,34.03777,-84.46465,15.0,15.0,White Pizza,Rosas Pizza,30066,GA
2839,48 Main St,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Port Washington,US,40.830594,-73.686705,20.0,20.0,Pasta Pizza,Ginos Pizzeria,11050,NY
2840,48 Main St,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Port Washington,US,40.830594,-73.686705,20.0,20.0,Pizza Bianca,Ginos Pizzeria,11050,NY
2841,48 Main St,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Port Washington,US,40.830594,-73.686705,12.0,12.0,The Port Pizza,Ginos Pizzeria,11050,NY
2842,48 Main St,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Port Washington,US,40.830594,-73.686705,25.0,25.0,Arrabiata Pizza,Ginos Pizzeria,11050,NY
2843,1678 Beavercreek Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Oregon City,US,45.332813,-122.58434199999999,5.0,5.0,One Topping Pizza,Jimmy Os Pizzeria,97045,OR
2844,1678 Beavercreek Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Oregon City,US,45.332813,-122.58434199999999,5.7,5.7,Two Toppings Pizza,Jimmy Os Pizzeria,97045,OR
2845,1678 Beavercreek Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Oregon City,US,45.332813,-122.58434199999999,4.3,4.3,100 Natural cheese Pizza,Jimmy Os Pizzeria,97045,OR
2846,1678 Beavercreek Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Oregon City,US,45.332813,-122.58434199999999,13.6,13.6,Vegetarian Pizza,Jimmy Os Pizzeria,97045,OR
2847,5301 Roosevelt Way NE,Pizza Place,Accommodation & Food Services,Seattle,US,47.667223,-122.317586,23.15,11.35,Ranch Pizza,Mama Mias,98105,WA
2848,5301 Roosevelt Way NE,Pizza Place,Accommodation & Food Services,Seattle,US,47.667223,-122.317586,23.95,12.25,Greco Pizza,Mama Mias,98105,WA
2849,5301 Roosevelt Way NE,Pizza Place,Accommodation & Food Services,Seattle,US,47.667223,-122.317586,24.65,11.65,Venice Pizza,Mama Mias,98105,WA
2850,5301 Roosevelt Way NE,Pizza Place,Accommodation & Food Services,Seattle,US,47.667223,-122.317586,24.25,11.75,Capricciosa Pizza,Mama Mias,98105,WA
2851,5301 Roosevelt Way NE,Pizza Place,Accommodation & Food Services,Seattle,US,47.667223,-122.317586,23.55,11.45,Parma Pizza,Mama Mias,98105,WA
2852,5301 Roosevelt Way NE,Pizza Place,Accommodation & Food Services,Seattle,US,47.667223,-122.317586,23.95,11.95,Mamma Mia's Pizza,Mama Mias,98105,WA
2853,5301 Roosevelt Way NE,Pizza Place,Accommodation & Food Services,Seattle,US,47.667223,-122.317586,23.55,11.45,Bbq Chicken Pizza,Mama Mias,98105,WA
2854,5301 Roosevelt Way NE,Pizza Place,Accommodation & Food Services,Seattle,US,47.667223,-122.317586,23.55,11.45,Putanesca Pizza,Mama Mias,98105,WA
2855,5301 Roosevelt Way NE,Pizza Place,Accommodation & Food Services,Seattle,US,47.667223,-122.317586,23.55,11.55,White Night Pizza,Mama Mias,98105,WA
2856,5301 Roosevelt Way NE,Pizza Place,Accommodation & Food Services,Seattle,US,47.667223,-122.317586,23.45,11.95,Bella Napoli Pizza,Mama Mias,98105,WA
2857,5301 Roosevelt Way NE,Pizza Place,Accommodation & Food Services,Seattle,US,47.667223,-122.317586,23.55,11.45,Quattro Formaggio Pizza,Mama Mias,98105,WA
2858,10519 Cortez Rd W,Pizza Place,Accommodation & Food Services,Bradenton,US,27.463112,-82.668633,7.49,4.79,Endless Artisan Pizza Bar,Fire Stone Pizza,34210,FL
2859,10519 Cortez Rd W,Pizza Place,Accommodation & Food Services,Bradenton,US,27.463112,-82.668633,13.5,8.0,Italian Pizza,Fire Stone Pizza,34210,FL
2860,10519 Cortez Rd W,Pizza Place,Accommodation & Food Services,Bradenton,US,27.463112,-82.668633,13.5,8.0,Pesto Pizza,Fire Stone Pizza,34210,FL
2861,10519 Cortez Rd W,Pizza Place,Accommodation & Food Services,Bradenton,US,27.463112,-82.668633,13.5,8.0,Pesto Nesto Pizza,Fire Stone Pizza,34210,FL
2862,10519 Cortez Rd W,Pizza Place,Accommodation & Food Services,Bradenton,US,27.463112,-82.668633,13.5,8.0,Bleu Cheese Pizza,Fire Stone Pizza,34210,FL
2863,2800 Coors Blvd NW,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.113712,-106.701264,16.0,16.0,Medium Garden Veggie Gluten Free Crust Pizza Baking Required,Papa Murphys,87120,NM
2864,2800 Coors Blvd NW,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.113712,-106.701264,16.0,16.0,Chicken Bacon Stuffed Pizza Baking Required,Papa Murphys,87120,NM
2865,2800 Coors Blvd NW,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.113712,-106.701264,4.0,4.0,Mini Murph Cheese Pizza Baking Required,Papa Murphys,87120,NM
2866,2800 Coors Blvd NW,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.113712,-106.701264,15.0,15.0,Garden Veggie Pizza Baking Required,Papa Murphys,87120,NM
2867,2800 Coors Blvd NW,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.113712,-106.701264,10.0,10.0,Create Your Own Medium Gluten Free Crust Pizza Baking Required,Papa Murphys,87120,NM
2868,2800 Coors Blvd NW,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.113712,-106.701264,16.0,16.0,Medium Herb Chicken Mediterranean Gluten Free Crust Pizza Baking Required,Papa Murphys,87120,NM
2869,2800 Coors Blvd NW,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.113712,-106.701264,15.0,15.0,Thai Chicken Pizza Baking Required,Papa Murphys,87120,NM
2870,2800 Coors Blvd NW,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.113712,-106.701264,16.0,16.0,Medium Thai Chicken Gluten Free Crust Pizza Baking Required,Papa Murphys,87120,NM
2871,2800 Coors Blvd NW,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.113712,-106.701264,15.0,15.0,Cowboy Pizza Baking Required,Papa Murphys,87120,NM
2872,2800 Coors Blvd NW,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.113712,-106.701264,16.0,16.0,Medium Papa39s Favorite Gluten Free Crust Pizza Baking Required,Papa Murphys,87120,NM
2873,2800 Coors Blvd NW,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.113712,-106.701264,15.0,15.0,Murphy39s Combo Pizza Baking Required,Papa Murphys,87120,NM
2874,2800 Coors Blvd NW,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.113712,-106.701264,4.0,4.0,Mini Murph Pepperoni Pizza Baking Required,Papa Murphys,87120,NM
2875,2800 Coors Blvd NW,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.113712,-106.701264,9.0,9.0,Create Your Own Large Pizza Baking Required,Papa Murphys,87120,NM
2876,2800 Coors Blvd NW,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.113712,-106.701264,10.5,10.5,Pepperoni Pizza Baking Required,Papa Murphys,87120,NM
2877,2800 Coors Blvd NW,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.113712,-106.701264,16.0,16.0,Medium Cowboy Gluten Free Crust Pizza Baking Required,Papa Murphys,87120,NM
2878,2800 Coors Blvd NW,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.113712,-106.701264,15.0,15.0,Papa39s Favorite Pizza Baking Required,Papa Murphys,87120,NM
2879,2800 Coors Blvd NW,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.113712,-106.701264,16.0,16.0,5Meat Stuffed Pizza Baking Required,Papa Murphys,87120,NM
2880,2800 Coors Blvd NW,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.113712,-106.701264,16.0,16.0,Medium Gourmet Vegetarian Gluten Free Crust Pizza Baking Required,Papa Murphys,87120,NM
2881,4315 Jonestown Rd,"Wings Joint,Pizza Place,Pizza Place and Wings Joint",Accommodation & Food Services,Harrisburg,US,40.29908,-76.81952199999999,14.0,14.0,Grandma's Cast Iron Pizza,The Wild Tomato Pizzeria,17109,PA
2882,2828 Prairie Lakes Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Sun Prairie,US,43.167134000000004,-89.270809,12.99,12.99,Triple Play Pizza Deal,Rocky Rococo Pan Style Pizza,53590,WI
2883,2828 Prairie Lakes Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Sun Prairie,US,43.167134000000004,-89.270809,12.99,12.99,Triple Play Pizza Deal,Rocky Rococo Pan Style Pizza,53590,WI
2884,1381 Chestnut Ln,Pizza Place,Accommodation & Food Services,Matthews,US,35.068819,-80.701165,13.75,13.75,Pizza Blanco,Espositos Pizzeria,28104,NC
2885,1381 Chestnut Ln,Pizza Place,Accommodation & Food Services,Matthews,US,35.068819,-80.701165,15.75,15.75,Pizza Florentine,Espositos Pizzeria,28104,NC
2886,2000 Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Santa Monica,US,34.006721,-118.488546,17.95,17.95,Prosciutto ampamp Egg Pizza,Stella Barra,90405,CA
2887,2000 Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Santa Monica,US,34.006721,-118.488546,16.95,16.95,Avocado ampamp Arugula Pesto Pizza,Stella Barra,90405,CA
2888,2000 Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Santa Monica,US,34.006721,-118.488546,17.95,17.95,Spicy Salami ampamp Burrata Pizza,Stella Barra,90405,CA
2889,2000 Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Santa Monica,US,34.006721,-118.488546,16.95,16.95,Butternut Squash Pizza,Stella Barra,90405,CA
2890,2000 Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Santa Monica,US,34.006721,-118.488546,16.95,16.95,Cheese Pizza,Stella Barra,90405,CA
2891,2000 Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Santa Monica,US,34.006721,-118.488546,17.95,17.95,Butternut Squash Pizza,Stella Barra,90405,CA
2892,2000 Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Santa Monica,US,34.006721,-118.488546,15.95,15.95,Chilaquiles Pizza,Stella Barra,90405,CA
2893,2000 Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Santa Monica,US,34.006721,-118.488546,15.95,15.95,Shaved Mushroom Pizza,Stella Barra,90405,CA
2894,2000 Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Santa Monica,US,34.006721,-118.488546,15.95,15.95,Cheese Pizza,Stella Barra,90405,CA
2895,2000 Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Santa Monica,US,34.006721,-118.488546,13.95,13.95,Rossa Pizza,Stella Barra,90405,CA
2896,2000 Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Santa Monica,US,34.006721,-118.488546,18.95,18.95,Prosciutto ampamp Egg Pizza,Stella Barra,90405,CA
2897,2000 Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Santa Monica,US,34.006721,-118.488546,18.95,18.95,Spicy Salami ampamp Burrata Pizza,Stella Barra,90405,CA
2898,2000 Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Santa Monica,US,34.006721,-118.488546,16.95,16.95,Hobbs Pepperoni Pizza,Stella Barra,90405,CA
2899,2000 Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Santa Monica,US,34.006721,-118.488546,17.95,17.95,Braised Bacon and Aged Fontina Pizza,Stella Barra,90405,CA
2900,3032 Bardstown Road,Pizza Place,Accommodation & Food Services,Louisville,US,38.213448,-85.674136,13.99,13.99,Create Your Own Pizza Cheese16'',Rockys Pizza Panini,40205,KY
2901,8403 Highway 107,"Pizza,Pizza Place,Restaurants",Accommodation & Food Services,Sherwood,US,34.830867,-92.231603,9.39,9.39,U.S. Pizza Wings,US Pizza Co,72120,AR
2902,12522 W Sunrise Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Fort Lauderdale,US,26.145508,-80.31699,5.0,5.0,HotNReady Large Pizza,Little Caesars Pizza,33323,FL
2903,4 Railroad Ave,"American Restaurant,Pizza Place",Accommodation & Food Services,Oneonta,US,42.453921,-75.050115,24.0,24.0,Deluxe Pizza,The Depot,13820,NY
2904,4 Railroad Ave,"American Restaurant,Pizza Place",Accommodation & Food Services,Oneonta,US,42.453921,-75.050115,15.0,15.0,White Pizza,The Depot,13820,NY
2905,4 Railroad Ave,"American Restaurant,Pizza Place",Accommodation & Food Services,Oneonta,US,42.453921,-75.050115,21.0,21.0,The Veggie Pizza,The Depot,13820,NY
2906,4 Railroad Ave,"American Restaurant,Pizza Place",Accommodation & Food Services,Oneonta,US,42.453921,-75.050115,21.0,21.0,The Veggie Pizza,The Depot,13820,NY
2907,4 Railroad Ave,"American Restaurant,Pizza Place",Accommodation & Food Services,Oneonta,US,42.453921,-75.050115,24.0,24.0,Deluxe Pizza,The Depot,13820,NY
2908,1225 Route 9G,"Pizza,Restaurant,Italian restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Hyde Park,US,41.796857,-73.913841,13.95,13.95,Sicilian Pizza,Joe Cristianos Pizza,12538,NY
2909,400 E State Highway 260,"Pizza Place,Restaurants",Accommodation & Food Services,Payson,US,34.241859999999996,-111.31902,8.0,8.0,Hula Hawaiian Large Pizza,Little Caesars Pizza,85541,AZ
2910,1480 N 30 West,Pizza Place,Accommodation & Food Services,Tooele,US,40.557982,-112.29841599999999,20.99,20.99,Add to Large Pizzas,Papa Johns Pizza,84074,UT
2911,1480 N 30 West,Pizza Place,Accommodation & Food Services,Tooele,US,40.557982,-112.29841599999999,21.0,21.0,Medium Pizza Offers,Papa Johns Pizza,84074,UT
2912,1480 N 30 West,Pizza Place,Accommodation & Food Services,Tooele,US,40.557982,-112.29841599999999,12.0,12.0,Any Large Pizza,Papa Johns Pizza,84074,UT
2913,5500 Academy Rd NE,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.146899,-106.582233,6.95,6.95,Blt Pizza,Scarpas Brick Oven Pizza,87109,NM
2914,5500 Academy Rd NE,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.146899,-106.582233,8.5,8.5,Pizza Margherita,Scarpas Brick Oven Pizza,87109,NM
2915,5500 Academy Rd NE,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.146899,-106.582233,7.5,7.5,Cheeseburger Pizza,Scarpas Brick Oven Pizza,87109,NM
2916,5500 Academy Rd NE,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.146899,-106.582233,9.25,9.25,Cheesy Bacon Pizza,Scarpas Brick Oven Pizza,87109,NM
2917,5500 Academy Rd NE,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.146899,-106.582233,9.55,9.55,Pizza the Greek,Scarpas Brick Oven Pizza,87109,NM
2918,5500 Academy Rd NE,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.146899,-106.582233,10.25,10.25,Carne Tripolo Pizza,Scarpas Brick Oven Pizza,87109,NM
2919,5500 Academy Rd NE,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.146899,-106.582233,7.5,7.5,Pizza The Greek,Scarpas Brick Oven Pizza,87109,NM
2920,5500 Academy Rd NE,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.146899,-106.582233,8.95,8.95,Four Scampi Pizza,Scarpas Brick Oven Pizza,87109,NM
2921,5500 Academy Rd NE,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.146899,-106.582233,9.95,9.95,Wild Mushroom Pizza,Scarpas Brick Oven Pizza,87109,NM
2922,5500 Academy Rd NE,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.146899,-106.582233,7.95,7.95,Pepper Pesto Pizza,Scarpas Brick Oven Pizza,87109,NM
2923,5500 Academy Rd NE,"Restaurant,Pizza Place",Accommodation & Food Services,Albuquerque,US,35.146899,-106.582233,7.95,7.95,Caesar Chicken Pizza,Scarpas Brick Oven Pizza,87109,NM
2924,130 Country Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Pineville,US,31.279766,-92.45963,9.99,9.99,Supreme Pizza,Little Caesars Pizza,71360,LA
2925,130 Country Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Pineville,US,31.279766,-92.45963,5.0,5.0,HotNReady Large Pizza,Little Caesars Pizza,71360,LA
2926,139 Conference Center Way,Pizza Place,Accommodation & Food Services,Bridgeport,US,39.323648999999996,-80.23113599999999,11.95,11.95,Pizza Lunch Combo,Mia Margherita,26330,WV
2927,1605 2nd St,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Seabrook,US,29.562717,-95.024397,9.0,9.0,Pizza Salad,Midnite Slice,77586,TX
2928,1605 2nd St,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Seabrook,US,29.562717,-95.024397,18.0,18.0,Tossed Salad Pizza,Midnite Slice,77586,TX
2929,1605 2nd St,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Seabrook,US,29.562717,-95.024397,16.0,16.0,Sweetie Pizza,Midnite Slice,77586,TX
2930,1605 2nd St,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Seabrook,US,29.562717,-95.024397,15.0,15.0,Pepperoni Pizza,Midnite Slice,77586,TX
2931,1201 Hill Rd N,"Pizza,Carry-out food,Pizza Place,Restaurants",Accommodation & Food Services,Pickerington,US,39.911584999999995,-82.78055,20.99,20.99,Add To Large Pizzas,Papa Johns Pizza,43147,OH
2932,208 Bedford Ave,Pizza Place,Accommodation & Food Services,Bellmore,US,40.670287,-73.527813,17.95,17.95,Veal Pizzaiola,Umbertos,11710,NY
2933,208 Bedford Ave,Pizza Place,Accommodation & Food Services,Bellmore,US,40.670287,-73.527813,17.75,17.75,Grandma Pizza,Umbertos,11710,NY
2934,208 Bedford Ave,Pizza Place,Accommodation & Food Services,Bellmore,US,40.670287,-73.527813,23.0,23.0,Seafood Pizza,Umbertos,11710,NY
2935,208 Bedford Ave,Pizza Place,Accommodation & Food Services,Bellmore,US,40.670287,-73.527813,16.0,16.0,Seafood Pizza,Umbertos,11710,NY
2936,7101 NW Expressway,Pizza Place,Accommodation & Food Services,Oklahoma City,US,35.560356,-97.638924,5.99,5.99,Single Topping Pizza,All American Pizza,73132,OK
2937,2807 W 95th St,Pizza Place,Accommodation & Food Services,Evergreen Park,US,41.720755,-87.69255799999999,3.0,3.0,Pizza Bread,Rosangelas Pizza,60805,IL
2938,1520 Royal George Blvd,Pizza Place,Accommodation & Food Services,Cañon City,US,38.445972,-105.225826,20.99,20.99,Add to Large Pizzas,Papa Johns Pizza,81212,CO
2939,1520 Royal George Blvd,Pizza Place,Accommodation & Food Services,Cañon City,US,38.445972,-105.225826,21.0,21.0,Medium Pizza Offers,Papa Johns Pizza,81212,CO
2940,201 Second Ave,Pizza Place,Accommodation & Food Services,Collegeville,US,40.181022,-75.45224300000001,6.99,6.99,Pizza Cheese Steak,Roccos Brick Oven Pizzeria,19426,PA
2941,201 Second Ave,Pizza Place,Accommodation & Food Services,Collegeville,US,40.181022,-75.45224300000001,18.99,18.99,Capri Pizza,Roccos Brick Oven Pizzeria,19426,PA
2942,549 W Intl Airport Rd,Pizza Place,Accommodation & Food Services,Anchorage,US,61.174665000000005,-149.894053,21.0,21.0,Scampi Alla Pizzaiola,Guidos,99518,AK
2943,6514 18th Ave,Pizza Place,Accommodation & Food Services,Brooklyn,US,40.618882,-73.990799,15.0,15.0,Pizza Kits,DaVincis Pizzeria,11204,NY
2944,71 Lighthouse Rd,Pizza Place,Accommodation & Food Services,Hilton Head Island,US,32.131343,-80.80087900000001,19.5,19.5,Big Fat Greek Pizza,Giuseppis Pizza,29928,SC
2945,100 W Imperial Ave,"Restaurant,Pizza Place",Accommodation & Food Services,El Segundo,US,33.930624,-118.41647900000001,21.77,5.97,Supreme Pizza,Justa Pizza,90245,CA
2946,100 W Imperial Ave,"Restaurant,Pizza Place",Accommodation & Food Services,El Segundo,US,33.930624,-118.41647900000001,18.11,4.73,Bbq Chicken Pizza,Justa Pizza,90245,CA
2947,100 W Imperial Ave,"Restaurant,Pizza Place",Accommodation & Food Services,El Segundo,US,33.930624,-118.41647900000001,18.11,4.73,Veggie Pizza,Justa Pizza,90245,CA
2948,100 W Imperial Ave,"Restaurant,Pizza Place",Accommodation & Food Services,El Segundo,US,33.930624,-118.41647900000001,14.43,14.43,1 Topping Pizza Deal,Justa Pizza,90245,CA
2949,100 W Imperial Ave,"Restaurant,Pizza Place",Accommodation & Food Services,El Segundo,US,33.930624,-118.41647900000001,27.75,27.75,2 Large 2 Topping Pizzas Special,Justa Pizza,90245,CA
2950,901 Loveland Madeira Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Loveland,US,39.261191,-84.270915,4.39,4.39,Kids Size Pizza,LaRosas Pizzeria,45140,OH
2951,901 Loveland Madeira Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Loveland,US,39.261191,-84.270915,4.29,4.29,Smily Face Pizza,LaRosas Pizzeria,45140,OH
2952,1119 S 108th St,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Milwaukee,US,43.019495,-88.047506,25.0,25.0,Stuffed Pizza with the Works,Alphonsos,53214,WI
2953,33 W Washington St,"Pizza Place Central Business District,Pizza Place",Accommodation & Food Services,Orlando,US,28.543461999999998,-81.379356,3.5,3.5,Cheese Pizza Slice,Planet Pizza,32801,FL
2954,22149 Governors Hwy,"Pizza,Restaurant,Pizza Place,Food & Entertainment,Restaurants",Accommodation & Food Services,Richton Park,US,41.485918,-87.71248,13.25,13.25,Cheese Burger Pizza,Beggars Pizza,60471,IL
2955,22149 Governors Hwy,"Pizza,Restaurant,Pizza Place,Food & Entertainment,Restaurants",Accommodation & Food Services,Richton Park,US,41.485918,-87.71248,13.25,13.25,Sweet Baby Rays BBQ Chicken Pizza,Beggars Pizza,60471,IL
2956,22149 Governors Hwy,"Pizza,Restaurant,Pizza Place,Food & Entertainment,Restaurants",Accommodation & Food Services,Richton Park,US,41.485918,-87.71248,12.75,12.75,Veggie Pizza,Beggars Pizza,60471,IL
2957,22149 Governors Hwy,"Pizza,Restaurant,Pizza Place,Food & Entertainment,Restaurants",Accommodation & Food Services,Richton Park,US,41.485918,-87.71248,12.75,12.75,Taco Pizza,Beggars Pizza,60471,IL
