,address,categories,primary categories,city,country,latitude,longitude,menus max amount,menus min amount,menus name,postal code,postalCode,province
5086,1913 Portland Rd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Newberg,US,45.302832,-122.960347,7.65,7.65,Philly Cheese Pizza,Abby's Legendary Pizza,97132,OR
5087,1913 Portland Rd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Newberg,US,45.302832,-122.960347,27.55,27.55,Sicilian Pizza,Abby's Legendary Pizza,97132,OR
5088,1913 Portland Rd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Newberg,US,45.302832,-122.960347,0.0,0.0,Ultimate Meat Pizza,Abby's Legendary Pizza,97132,OR
5089,1913 Portland Rd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Newberg,US,45.302832,-122.960347,27.55,27.55,Original Bbq Chicken Pizza,Abby's Legendary Pizza,97132,OR
5090,1913 Portland Rd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Newberg,US,45.302832,-122.960347,0.0,0.0,Fajita Pizza,Abby's Legendary Pizza,97132,OR
5091,2601 S Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Rice Lake,US,45.477009,-91.735141,5.0,5.0,HotNReady Large Pizza,Little Caesar's Pizza,54868,WI
5092,1235 Bell Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Hartford,US,43.31695,-88.360091,7.99,7.99,Large 3 Topping Pizza,Little Caesar's Pizza,53027,WI
5093,1617 Summit Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Waukesha,US,43.021826000000004,-88.25408399999999,5.0,5.0,HotNReady Large Pizza,Little Caesar's Pizza,53188,WI
5094,1617 Summit Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Waukesha,US,43.021826000000004,-88.25408399999999,9.99,9.99,Supreme Pizza,Little Caesar's Pizza,53188,WI
5095,1617 Summit Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Waukesha,US,43.021826000000004,-88.25408399999999,7.99,7.99,Large 3 Topping Pizza,Little Caesar's Pizza,53188,WI
5096,321 E Spring St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Palestine,US,31.761702000000003,-95.62907299999999,5.0,5.0,HotNReady Large Pizza,Little Caesar's Pizza,75801,TX
5097,321 E Spring St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Palestine,US,31.761702000000003,-95.62907299999999,7.99,7.99,Large 3 Topping Pizza,Little Caesar's Pizza,75801,TX
5098,6823 Forest Hill Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Richmond,US,37.53818,-77.520325,9.99,9.99,Supreme Pizza,Little Caesar's Pizza,23225,VA
5099,6823 Forest Hill Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Richmond,US,37.53818,-77.520325,7.99,7.99,Large 3 Topping Pizza,Little Caesar's Pizza,23225,VA
5100,2121 W Parmer Ln,"Pizza,Restaurant,Chain Restaurant,Pizza Place",Accommodation & Food Services,Austin,US,30.415855,-97.697148,14.99,14.99,Sampler Pizza,Gatti's Pizza,78727,TX
5101,2121 W Parmer Ln,"Pizza,Restaurant,Chain Restaurant,Pizza Place",Accommodation & Food Services,Austin,US,30.415855,-97.697148,0.59,0.59,Buffalo Chicken Pizza,Gatti's Pizza,78727,TX
5102,2121 W Parmer Ln,"Pizza,Restaurant,Chain Restaurant,Pizza Place",Accommodation & Food Services,Austin,US,30.415855,-97.697148,12.99,12.99,One Pizza,Gatti's Pizza,78727,TX
5103,2121 W Parmer Ln,"Pizza,Restaurant,Chain Restaurant,Pizza Place",Accommodation & Food Services,Austin,US,30.415855,-97.697148,14.99,14.99,Gatti39s Deluxe Pizza,Gatti's Pizza,78727,TX
5104,2121 W Parmer Ln,"Pizza,Restaurant,Chain Restaurant,Pizza Place",Accommodation & Food Services,Austin,US,30.415855,-97.697148,14.99,14.99,Vegetarian Sampler Pizza,Gatti's Pizza,78727,TX
5105,2121 W Parmer Ln,"Pizza,Restaurant,Chain Restaurant,Pizza Place",Accommodation & Food Services,Austin,US,30.415855,-97.697148,14.99,14.99,Bacon Double Cheeseburger Pizza,Gatti's Pizza,78727,TX
5106,2121 W Parmer Ln,"Pizza,Restaurant,Chain Restaurant,Pizza Place",Accommodation & Food Services,Austin,US,30.415855,-97.697148,0.59,0.59,Vegetarian Sampler Pizza,Gatti's Pizza,78727,TX
5107,2121 W Parmer Ln,"Pizza,Restaurant,Chain Restaurant,Pizza Place",Accommodation & Food Services,Austin,US,30.415855,-97.697148,0.59,0.59,Veggie Sicilian Pizza,Gatti's Pizza,78727,TX
5108,2121 W Parmer Ln,"Pizza,Restaurant,Chain Restaurant,Pizza Place",Accommodation & Food Services,Austin,US,30.415855,-97.697148,15.99,15.99,Pizza and Chicken Dippers,Gatti's Pizza,78727,TX
5109,2121 W Parmer Ln,"Pizza,Restaurant,Chain Restaurant,Pizza Place",Accommodation & Food Services,Austin,US,30.415855,-97.697148,11.99,11.99,One Pizza,Gatti's Pizza,78727,TX
5110,2121 W Parmer Ln,"Pizza,Restaurant,Chain Restaurant,Pizza Place",Accommodation & Food Services,Austin,US,30.415855,-97.697148,1.69,1.69,6oz Cup of Pizza Sauce,Gatti's Pizza,78727,TX
5111,2121 W Parmer Ln,"Pizza,Restaurant,Chain Restaurant,Pizza Place",Accommodation & Food Services,Austin,US,30.415855,-97.697148,14.99,14.99,Superoni Pizza,Gatti's Pizza,78727,TX
5112,2121 W Parmer Ln,"Pizza,Restaurant,Chain Restaurant,Pizza Place",Accommodation & Food Services,Austin,US,30.415855,-97.697148,24.99,24.99,3 Large 1 Toppings Pizzas,Gatti's Pizza,78727,TX
5113,2643 Commercial Center Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Katy,US,29.740716,-95.775357,10.0,10.0,Pesto Pizza,Grimaldi's Pizzeria,77494,TX
5114,960 N Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Lancaster,US,34.729255,-80.775805,5.0,5.0,HotNReady Large Pizza,Little Caesar's Pizza,29720,SC
5115,960 N Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Lancaster,US,34.729255,-80.775805,9.99,9.99,Supreme Pizza,Little Caesar's Pizza,29720,SC
5116,175 S Nova Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Ormond Beach,US,29.276176,-81.08290600000001,9.99,9.99,Supreme Pizza,Little Caesar's Pizza,32174,FL
5117,6653 Central Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Saint Petersburg,US,27.770846999999996,-82.729883,9.99,9.99,Supreme Pizza,Little Caesar's Pizza,33710,FL
5118,6653 Central Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Saint Petersburg,US,27.770846999999996,-82.729883,5.0,5.0,HotNReady Large Pizza,Little Caesar's Pizza,33710,FL
5119,276 E Eau Gallie Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Satellite Beach,US,28.138537,-80.596461,5.0,5.0,HotNReady Large Pizza,Little Caesar's Pizza,32937,FL
5120,276 E Eau Gallie Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Satellite Beach,US,28.138537,-80.596461,9.99,9.99,Supreme Pizza,Little Caesar's Pizza,32937,FL
5121,102 New Market,"Restaurant,Pizza Place",Accommodation & Food Services,Madison,US,36.397847,-79.969764,9.99,9.99,Supreme Pizza,Little Caesar's Pizza,27025,NC
5122,102 New Market,"Restaurant,Pizza Place",Accommodation & Food Services,Madison,US,36.397847,-79.969764,5.0,5.0,HotNReady Large Pizza,Little Caesar's Pizza,27025,NC
5123,102 New Market,"Restaurant,Pizza Place",Accommodation & Food Services,Madison,US,36.397847,-79.969764,7.99,7.99,Large 3 Topping Pizza,Little Caesar's Pizza,27025,NC
5124,211 Asheville Hwy,"Restaurant,Pizza Place",Accommodation & Food Services,Hendersonville,US,35.3148,-82.461079,9.99,9.99,Supreme Pizza,Little Caesar's Pizza,28791,NC
5125,211 Asheville Hwy,"Restaurant,Pizza Place",Accommodation & Food Services,Hendersonville,US,35.3148,-82.461079,5.0,5.0,HotNReady Large Pizza,Little Caesar's Pizza,28791,NC
5126,120 Arrow Ro Suite B,"Restaurant,wich Place,Pizza Place",Accommodation & Food Services,Hilton Head Island,US,32.159378000000004,-80.763185,14.0,14.0,Cheese Pizza,Fat Baby's Pizza and Subs,29928,SC
5127,120 Arrow Ro Suite B,"Restaurant,wich Place,Pizza Place",Accommodation & Food Services,Hilton Head Island,US,32.159378000000004,-80.763185,2.75,2.75,Cheese Pizza,Fat Baby's Pizza and Subs,29928,SC
5128,1B New Orleans Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Hilton Head Island,US,32.159211,-80.752712,21.0,21.0,Doughboys Steak Pizza,Dough Boys,29928,SC
5129,1B New Orleans Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Hilton Head Island,US,32.159211,-80.752712,16.0,16.0,Sissys White Pizza,Dough Boys,29928,SC
5130,10255 S 1300 E,"Restaurant,Pizza Place",Accommodation & Food Services,Sandy,US,40.565135999999995,-111.853124,6.99,6.99,Dessert Pizzas,Rock Creek Pizza Co.,84094,UT
5131,10255 S 1300 E,"Restaurant,Pizza Place",Accommodation & Food Services,Sandy,US,40.565135999999995,-111.853124,4.25,4.25,Pizza Sandwich,Rock Creek Pizza Co.,84094,UT
5132,690 10th St,"Restaurant,Pizza Place",Accommodation & Food Services,Marion,US,42.033134000000004,-91.599388,2.5,2.5,Pizza By The Slice,Zoey's Pizza,52302,IA
5133,3637 Werk Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Cincinnati,US,39.141548,-84.62466500000001,4.79,4.79,Kids Make Their Own Pizza,Werkhaus Pizza,45248,OH
5134,3637 Werk Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Cincinnati,US,39.141548,-84.62466500000001,4.5,4.5,Pepperoni Pizza,Werkhaus Pizza,45248,OH
5135,3637 Werk Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Cincinnati,US,39.141548,-84.62466500000001,6.89,6.89,Stuff Your Own Pizza,Werkhaus Pizza,45248,OH
5136,3637 Werk Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Cincinnati,US,39.141548,-84.62466500000001,7.69,7.69,Fresh Basil Pizza,Werkhaus Pizza,45248,OH
5137,8115 W Manchester Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Playa del Rey,US,33.958889,-118.438278,21.95,21.95,The Good Pizza (Create Your Own),The Good Pizza,90293,CA
5138,8115 W Manchester Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Playa del Rey,US,33.958889,-118.438278,22.65,22.65,Vegetariana Pizza Lunch,The Good Pizza,90293,CA
5139,8115 W Manchester Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Playa del Rey,US,33.958889,-118.438278,23.99,23.99,Meat Lovers Pizza Lunch,The Good Pizza,90293,CA
5140,8115 W Manchester Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Playa del Rey,US,33.958889,-118.438278,22.99,22.99,Buffalo Chicken Pizza Lunch,The Good Pizza,90293,CA
5141,8115 W Manchester Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Playa del Rey,US,33.958889,-118.438278,26.0,26.0,Di Mare Pizza Lunch,The Good Pizza,90293,CA
5142,8115 W Manchester Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Playa del Rey,US,33.958889,-118.438278,25.0,25.0,Battistero Pizza Lunch,The Good Pizza,90293,CA
5143,8115 W Manchester Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Playa del Rey,US,33.958889,-118.438278,23.75,23.75,Capricciosa Pizza,The Good Pizza,90293,CA
5144,8115 W Manchester Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Playa del Rey,US,33.958889,-118.438278,19.0,19.0,Margherita Pizza,The Good Pizza,90293,CA
5145,8115 W Manchester Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Playa del Rey,US,33.958889,-118.438278,6.0,6.0,Chocolate Pizza Lunch,The Good Pizza,90293,CA
5146,8115 W Manchester Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Playa del Rey,US,33.958889,-118.438278,22.5,22.5,Pesto Pizza Bianca,The Good Pizza,90293,CA
5147,8115 W Manchester Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Playa del Rey,US,33.958889,-118.438278,22.5,22.5,La Mamma Pizza,The Good Pizza,90293,CA
5148,8115 W Manchester Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Playa del Rey,US,33.958889,-118.438278,25.0,25.0,Supreme Pizza Lunch,The Good Pizza,90293,CA
5149,8115 W Manchester Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Playa del Rey,US,33.958889,-118.438278,26.0,26.0,Quattro Formaggi con Funghi and Truffle Pizza,The Good Pizza,90293,CA
5150,8115 W Manchester Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Playa del Rey,US,33.958889,-118.438278,23.0,23.0,Napoletana Pizza Lunch,The Good Pizza,90293,CA
5151,8115 W Manchester Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Playa del Rey,US,33.958889,-118.438278,19.5,19.5,Salsiccia Pizza,The Good Pizza,90293,CA
5152,8115 W Manchester Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Playa del Rey,US,33.958889,-118.438278,22.65,22.65,BBQ Pizza Lunch,The Good Pizza,90293,CA
5153,8115 W Manchester Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Playa del Rey,US,33.958889,-118.438278,24.5,24.5,Meat Lovers Pizza,The Good Pizza,90293,CA
5154,8115 W Manchester Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Playa del Rey,US,33.958889,-118.438278,18.5,18.5,Salsiccia Pizza Lunch,The Good Pizza,90293,CA
5155,15858 Manchester Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Ballwin,US,38.592535999999996,-90.585904,4.99,4.99,Pizza ampamp Salad,Pizzarelli's,63011,MO
5156,15858 Manchester Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Ballwin,US,38.592535999999996,-90.585904,3.5,3.5,Pizza Bread,Pizzarelli's,63011,MO
5157,15858 Manchester Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Ballwin,US,38.592535999999996,-90.585904,3.99,3.99,Pizza Only,Pizzarelli's,63011,MO
5158,15858 Manchester Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Ballwin,US,38.592535999999996,-90.585904,6.99,6.99,10ampquot Pizza,Pizzarelli's,63011,MO
5159,1830 Webster St,"Restaurant,Pizza Place",Accommodation & Food Services,Hudson,US,44.960196,-92.732063,4.49,4.49,7 Cheese Pizza,Red's Savoy Pizza,54016,WI
5160,1830 Webster St,"Restaurant,Pizza Place",Accommodation & Food Services,Hudson,US,44.960196,-92.732063,6.99,6.99,Pizza Fries with Sauce,Red's Savoy Pizza,54016,WI
5161,341 Clofton Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Nashville,US,36.063827,-86.939213,13.75,13.75,Specialty Pizzas,Pizza Perfect,37221,TN
5162,341 Clofton Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Nashville,US,36.063827,-86.939213,9.75,9.75,Cheese Pizza,Pizza Perfect,37221,TN
5163,341 Clofton Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Nashville,US,36.063827,-86.939213,14.75,14.75,Deluxe Pizzas,Pizza Perfect,37221,TN
5164,1321 W Grand Ave,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,Chicago,US,41.891039,-87.659182,15.5,15.5,White Pizza,Coalfire,60622,IL
5165,1321 W Grand Ave,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,Chicago,US,41.891039,-87.659182,15.5,15.5,White Pizza,Coalfire,60622,IL
5166,5202 Transit Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Depew,US,42.89685,-78.697144,5.5,5.5,Meatball Pizza,Grasso's,14043,NY
5167,5202 Transit Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Depew,US,42.89685,-78.697144,5.5,5.5,White Pizza,Grasso's,14043,NY
5168,5202 Transit Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Depew,US,42.89685,-78.697144,5.99,5.99,Chicken Ranch Pizza,Grasso's,14043,NY
5169,5202 Transit Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Depew,US,42.89685,-78.697144,5.99,5.99,Taco Pizza,Grasso's,14043,NY
5170,5202 Transit Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Depew,US,42.89685,-78.697144,5.5,5.5,Hawaiian Pizza,Grasso's,14043,NY
5171,5202 Transit Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Depew,US,42.89685,-78.697144,5.99,5.99,Philly Cheese Steak Pizza,Grasso's,14043,NY
5172,6720 Coral Way,"Pizza,Restaurant,Pizza Place,Miami Restaurants",Accommodation & Food Services,Miami,US,25.747757,-80.304247,15.99,15.99,Ricotta Pizza,Leo's Pizza,33155,FL
5173,6720 Coral Way,"Pizza,Restaurant,Pizza Place,Miami Restaurants",Accommodation & Food Services,Miami,US,25.747757,-80.304247,11.25,11.25,Farmer's Pizza,Leo's Pizza,33155,FL
5174,6720 Coral Way,"Pizza,Restaurant,Pizza Place,Miami Restaurants",Accommodation & Food Services,Miami,US,25.747757,-80.304247,3.99,3.99,Pizza Sub,Leo's Pizza,33155,FL
5175,8725 Roswell Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Atlanta,US,33.995872999999996,-84.349807,12.0,12.0,Any Large Pizza,Papa John's Pizza,30350,GA
5176,1860 Barnett Shoals Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Athens,US,33.924903,-83.339783,11.49,11.49,Fresh Mozzarella Pizza,Papa John's Pizza,30605,GA
5177,3817 SE Gladstone St,"Restaurant,Pizza Place",Accommodation & Food Services,Portland,US,45.493479,-122.62343899999999,2.0,2.0,Pizza or Pesto Sauce,Saint Pizza Lounge,97202,OR
5178,1648 E Algonquin Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Schaumburg,US,42.066064000000004,-88.037924,9.99,9.99,Supreme Pizza,Little Caesar's Pizza,60173,IL
5179,2855 N Mccarran Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Sparks,US,39.556387,-119.755348,24.99,24.99,Pizza,Black Rock Pizza Co.,89431,NV
5180,2855 N Mccarran Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Sparks,US,39.556387,-119.755348,6.99,6.99,Create Your Own Pizza,Black Rock Pizza Co.,89431,NV
5181,16535 Southwest Fwy,"Restaurant,Pizza Place",Accommodation & Food Services,Sugar Land,US,29.592916,-95.623048,14.0,14.0,Small Pizza,Grimaldi's Pizzeria,77479,TX
5182,16535 Southwest Fwy,"Restaurant,Pizza Place",Accommodation & Food Services,Sugar Land,US,29.592916,-95.623048,16.0,16.0,Large Pizza,Grimaldi's Pizzeria,77479,TX
5183,2560 El Camino Real,Pizza Place,Accommodation & Food Services,Redwood City,US,37.47290538,-122.2171314,14.25,14.25,Mexican Pizza,Pronto Pizzeria Rotisserie,94061,CA
5184,2560 El Camino Real,Pizza Place,Accommodation & Food Services,Redwood City,US,37.47290538,-122.2171314,12.75,12.75,Pronto Pizza,Pronto Pizzeria Rotisserie,94061,CA
5185,2560 El Camino Real,Pizza Place,Accommodation & Food Services,Redwood City,US,37.47290538,-122.2171314,13.75,13.75,Pronto Pizza,Pronto Pizzeria Rotisserie,94061,CA
5186,2560 El Camino Real,Pizza Place,Accommodation & Food Services,Redwood City,US,37.47290538,-122.2171314,14.0,14.0,Seafood Pizza,Pronto Pizzeria Rotisserie,94061,CA
5187,2560 El Camino Real,Pizza Place,Accommodation & Food Services,Redwood City,US,37.47290538,-122.2171314,15.0,15.0,Seafood Pizza,Pronto Pizzeria Rotisserie,94061,CA
5188,1545 S Power Rd,"Pizza,Restaurant,Italian,Pizza Place Superstition Springs,Pizza Place,Restaurants",Accommodation & Food Services,Mesa,US,33.388018,-111.68393700000001,8.0,8.0,3 Item Pizza,Barro's Pizza,85206,AZ
5189,1545 S Power Rd,"Pizza,Restaurant,Italian,Pizza Place Superstition Springs,Pizza Place,Restaurants",Accommodation & Food Services,Mesa,US,33.388018,-111.68393700000001,22.49,22.49,One Large 1 Item Pizza and 24 Wings for,Barro's Pizza,85206,AZ
5190,1545 S Power Rd,"Pizza,Restaurant,Italian,Pizza Place Superstition Springs,Pizza Place,Restaurants",Accommodation & Food Services,Mesa,US,33.388018,-111.68393700000001,7.25,7.25,2 Item Pizza,Barro's Pizza,85206,AZ
5191,1545 S Power Rd,"Pizza,Restaurant,Italian,Pizza Place Superstition Springs,Pizza Place,Restaurants",Accommodation & Food Services,Mesa,US,33.388018,-111.68393700000001,6.5,6.5,1 Item Pizza,Barro's Pizza,85206,AZ
5192,1545 S Power Rd,"Pizza,Restaurant,Italian,Pizza Place Superstition Springs,Pizza Place,Restaurants",Accommodation & Food Services,Mesa,US,33.388018,-111.68393700000001,8.75,8.75,Kona Pizza,Barro's Pizza,85206,AZ
5193,989 1st Ave,"Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.756676,-73.964348,27.0,27.0,Grandma Pizza,Sofia Pizza Shoppe,10022,NY
5194,989 1st Ave,"Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.756676,-73.964348,27.0,27.0,Sicilian Pizza,Sofia Pizza Shoppe,10022,NY
5195,989 1st Ave,"Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.756676,-73.964348,25.0,25.0,Margherita Pizza,Sofia Pizza Shoppe,10022,NY
5196,8010 Crescent Park Dr,Pizza Place,Accommodation & Food Services,Gainesville,US,38.784637,-77.663836,18.75,18.75,Mediterranean Pizza White),Brooklyn Bros Pizzeria,20155,VA
